structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,donor,sample,name,parent_structure_id,hemisphere,graph_order,structure_id_path,color_hex_triplet
4902,6,4993,CX,IRoG,"inferior rostral gyrus, right",983536,88,98,41,6.3,38.8,-13.7,donor10021,donor10021_sample_798,"inferior rostral gyrus, right",4900,R,37,/4005/4006/4007/4008/4009/4900/4902/,E8C859
4080,8,5001,CX,fro,"frontal operculum, right",992867,61,80,54,36.6,25.9,8.8,donor10021,donor10021_sample_799,"frontal operculum, right",4078,R,10,/4005/4006/4007/4008/4009/4078/4080/,E8C159
4114,20,4918,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",997871,131,69,141,-40.8,-69.9,30.2,donor10021,donor10021_sample_800,"angular gyrus, left, inferior bank of gyrus",4112,L,214,/4005/4006/4007/4008/4084/4103/4111/4112/4114/,FF5D62
4142,20,4926,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",997872,134,71,142,-44.2,-71.1,28,donor10021,donor10021_sample_801,"middle temporal gyrus, left, superior bank of gyrus",4141,L,281,/4005/4006/4007/4008/4132/4140/4141/4142/,FF907F
4143,20,4934,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",997874,134,75,143,-44.1,-72.4,23.4,donor10021,donor10021_sample_802,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4142,20,4942,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",997873,132,71,142,-41.9,-71.1,28,donor10021,donor10021_sample_803,"middle temporal gyrus, left, superior bank of gyrus",4141,L,281,/4005/4006/4007/4008/4132/4140/4141/4142/,FF907F
4154,14,5009,CX,ITG-l,"inferior temporal gyrus, right, lateral bank of gyrus",998457,35,106,94,66.5,-18.3,-17.8,donor10021,donor10021_sample_804,"inferior temporal gyrus, right, lateral bank of gyrus",4152,R,277,/4005/4006/4007/4008/4132/4147/4152/4154/,FF8D7F
4120,20,4909,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",997818,98,34,127,-4.4,-52.6,70.1,donor10021,donor10021_sample_805,"precuneus, left, superior lateral bank of gyrus",4119,L,245,/4005/4006/4007/4008/4084/4118/4119/4120/,FF7462
4121,20,4917,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",997819,96,50,126,-2,-52.1,51.1,donor10021,donor10021_sample_806,"precuneus, left, inferior lateral bank of gyrus",4119,L,246,/4005/4006/4007/4008/4084/4118/4119/4121/,FF7462
4123,20,4925,CX,Pcu-s,"precuneus, right, superior lateral bank of gyrus",997816,92,38,128,2.4,-53.8,65.5,donor10021,donor10021_sample_807,"precuneus, right, superior lateral bank of gyrus",4122,R,248,/4005/4006/4007/4008/4084/4118/4122/4123/,FF7462
4117,20,4933,CX,AnG-i,"angular gyrus, right, inferior bank of gyrus",997853,49,65,134,50.9,-60.6,34.4,donor10021,donor10021_sample_808,"angular gyrus, right, inferior bank of gyrus",4115,R,217,/4005/4006/4007/4008/4084/4103/4111/4115/4117/,FF5D62
4146,20,4949,CX,MTG-i,"middle temporal gyrus, right, inferior bank of gyrus",997849,54,93,137,45.6,-65,1.7,donor10021,donor10021_sample_809,"middle temporal gyrus, right, inferior bank of gyrus",4144,R,285,/4005/4006/4007/4008/4132/4140/4144/4146/,FF907F
4155,20,4957,CX,ITG-mts,"inferior temporal gyrus, right, bank of mts",997848,53,95,137,46.8,-65.1,-0.6,donor10021,donor10021_sample_810,"inferior temporal gyrus, right, bank of mts",4152,R,278,/4005/4006/4007/4008/4132/4147/4152/4155/,FF8D7F
4124,20,4965,CX,Pcu-i,"precuneus, right, inferior lateral bank of gyrus",997857,85,71,130,10.6,-57.1,26.8,donor10021,donor10021_sample_811,"precuneus, right, inferior lateral bank of gyrus",4122,R,249,/4005/4006/4007/4008/4084/4118/4122/4124/,FF7462
4186,20,4973,CX,Cun-pest,"cuneus, left, peristriate",997862,97,77,126,-2.8,-53.2,19.4,donor10021,donor10021_sample_812,"cuneus, left, peristriate",4185,L,167,/4005/4006/4007/4008/4180/4184/4185/4186/,E87751
4193,20,4981,CX,LiG-pest,"lingual gyrus, left, peristriate",997864,105,94,138,-11.5,-67.1,0.6,donor10021,donor10021_sample_813,"lingual gyrus, left, peristriate",4192,L,181,/4005/4006/4007/4008/4180/4191/4192/4193/,E88051
4194,20,4989,CX,LiG-str,"lingual gyrus, left, striate",997863,99,88,134,-4.9,-62.4,7.2,donor10021,donor10021_sample_814,"lingual gyrus, left, striate",4192,L,182,/4005/4006/4007/4008/4180/4191/4192/4194/,E88051
4197,20,4902,CX,LiG-str,"lingual gyrus, right, striate",997859,82,84,134,14.1,-61.9,12,donor10021,donor10021_sample_815,"lingual gyrus, right, striate",4195,R,185,/4005/4006/4007/4008/4180/4191/4195/4197/,E88051
4241,20,4910,CX,CgGr-i,"cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",997858,72,80,133,25.3,-60.5,16.6,donor10021,donor10021_sample_816,"cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",4239,R,120,/4005/4006/4007/4008/4219/4220/4235/4239/4241/,7F6933
4153,20,4950,CX,ITG-its,"inferior temporal gyrus, right, bank of the its",997900,56,100,137,43.5,-65.3,-6.5,donor10021,donor10021_sample_817,"inferior temporal gyrus, right, bank of the its",4152,R,276,/4005/4006/4007/4008/4132/4147/4152/4153/,FF8D7F
4196,20,4958,CX,LiG-pest,"lingual gyrus, right, peristriate",997897,86,92,136,9.7,-64.5,2.7,donor10021,donor10021_sample_818,"lingual gyrus, right, peristriate",4195,R,184,/4005/4006/4007/4008/4180/4191/4195/4196/,E88051
4203,20,4966,CX,OTG-s,"occipito-temporal gyrus, right, superior bank of gyrus",997899,57,103,137,42.4,-65.5,-10.1,donor10021,donor10021_sample_819,"occipito-temporal gyrus, right, superior bank of gyrus",4202,R,200,/4005/4006/4007/4008/4180/4198/4202/4203/,E88A51
4204,20,4974,CX,OTG-i,"occipito-temporal gyrus, right, inferior bank of gyrus",997898,73,98,137,24.4,-65.6,-4.2,donor10021,donor10021_sample_820,"occipito-temporal gyrus, right, inferior bank of gyrus",4202,R,201,/4005/4006/4007/4008/4180/4198/4202/4204/,E88A51
4149,20,4982,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",997957,140,95,144,-50.6,-74.4,-0.1,donor10021,donor10021_sample_821,"inferior temporal gyrus, left, bank of the its",4148,L,272,/4005/4006/4007/4008/4132/4147/4148/4149/,FF8D7F
4150,20,4990,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",997956,144,95,144,-55.1,-74.4,-0.1,donor10021,donor10021_sample_822,"inferior temporal gyrus, left, lateral bank of gyrus",4148,L,273,/4005/4006/4007/4008/4132/4147/4148/4150/,FF8D7F
4019,14,5017,CX,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",998405,60,33,91,37.8,-12.6,67.7,donor10021,donor10021_sample_823,"precentral gyrus, right, inferior lateral aspect of gyrus",4016,R,79,/4005/4006/4007/4008/4009/4010/4016/4019/,E8D659
4020,14,5025,CX,PrG-cs,"precentral gyrus, right, bank of the central sulcus",998404,53,54,92,45.8,-14.4,43.1,donor10021,donor10021_sample_824,"precentral gyrus, right, bank of the central sulcus",4016,R,80,/4005/4006/4007/4008/4009/4010/4016/4020/,E8D659
4092,14,5033,CX,PoG-cs,"postcentral gyrus, right, bank of the central sulcus",998403,50,52,93,49.2,-15.4,45.6,donor10021,donor10021_sample_825,"postcentral gyrus, right, bank of the central sulcus",4091,R,239,/4005/4006/4007/4008/4084/4085/4091/4092/,FF6C62
4093,14,5041,CX,PoG-sl,"postcentral gyrus, right, superior lateral aspect of gyrus",998402,48,44,94,51.3,-16.1,55.1,donor10021,donor10021_sample_826,"postcentral gyrus, right, superior lateral aspect of gyrus",4091,R,240,/4005/4006/4007/4008/4084/4085/4091/4093/,FF6C62
4012,12,5066,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",995243,126,47,79,-36.2,-1.3,50,donor10021,donor10021_sample_827,"precentral gyrus, left, bank of the precentral sulcus",4011,L,72,/4005/4006/4007/4008/4009/4010/4011/4012/,E8D659
4167,12,5026,CX,HG,"Heschl's gyrus, right",995072,54,98,83,45,-6.3,-9.5,donor10021,donor10021_sample_828,"Heschl's gyrus, right",4165,R,269,/4005/4006/4007/4008/4132/4165/4167/,FF8A7F
4179,12,5034,CX,PLP,"planum polare, right",995073,57,102,83,41.7,-6.5,-14.2,donor10021,donor10021_sample_829,"planum polare, right",4177,R,288,/4005/4006/4007/4008/4132/4177/4179/,FF937F
4271,12,5042,CX,LIG,"long insular gyri, right",995074,55,88,83,43.8,-6,2.2,donor10021,donor10021_sample_830,"long insular gyri, right",4269,R,94,/4005/4006/4007/4008/4268/4269/4271/,FFF161
4023,12,5049,CX,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",993142,100,49,79,-7.1,-0.9,47.7,donor10021,donor10021_sample_833,"superior frontal gyrus, left, medial bank of gyrus",4022,L,83,/4005/4006/4007/4008/4009/4021/4022/4023/,E8D959
4026,12,5057,CX,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",993139,86,51,75,8.6,3.6,44.9,donor10021,donor10021_sample_834,"superior frontal gyrus, right, medial bank of gyrus",4025,R,86,/4005/4006/4007/4008/4009/4021/4025/4026/,E8D959
4223,12,5065,CX,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",993141,100,54,79,-7,-1.1,41.8,donor10021,donor10021_sample_835,"cingulate gyrus, frontal part, left, superior bank of gyrus",4222,L,102,/4005/4006/4007/4008/4219/4220/4221/4222/4223/,7F5B33
4224,12,5073,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",993140,95,60,79,-1.4,-1.2,34.7,donor10021,donor10021_sample_836,"cingulate gyrus, frontal part, left, inferior bank of gyrus",4222,L,103,/4005/4006/4007/4008/4219/4220/4221/4222/4224/,7F5B33
4226,12,5081,CX,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",993138,86,55,76,8.6,2.4,40.3,donor10021,donor10021_sample_837,"cingulate gyrus, frontal part, right, superior bank of gyrus",4225,R,105,/4005/4006/4007/4008/4219/4220/4221/4225/4226/,7F5B33
4227,12,4994,CX,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",993137,88,64,79,6.5,-1.3,30,donor10021,donor10021_sample_838,"cingulate gyrus, frontal part, right, inferior bank of gyrus",4225,R,106,/4005/4006/4007/4008/4219/4220/4221/4225/4227/,7F5B33
4012,10,7105,CX,PrG-prc,"precentral gyrus, left, bank of the precentral sulcus",978417,138,70,70,-49.6,7.4,22,donor10021,donor10021_sample_842,"precentral gyrus, left, bank of the precentral sulcus",4011,L,72,/4005/4006/4007/4008/4009/4010/4011/4012/,E8D659
4117,18,7113,CX,AnG-i,"angular gyrus, right, inferior bank of gyrus",997607,36,68,125,65.4,-50.6,30,donor10021,donor10021_sample_843,"angular gyrus, right, inferior bank of gyrus",4115,R,217,/4005/4006/4007/4008/4084/4103/4111/4115/4117/,FF5D62
4248,14,5161,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",1009764,67,113,94,30.7,-19.2,-26.1,donor10021,donor10021_sample_844,"parahippocampal gyrus, right, bank of the cos",4246,R,160,/4005/4006/4007/4008/4219/4242/4246/4248/,BF934C
4187,24,5144,CX,Cun-str,"cuneus, left, striate",1012032,105,92,164,-11.2,-95.4,5.5,donor10021,donor10021_sample_845,"cuneus, left, striate",4185,L,168,/4005/4006/4007/4008/4180/4184/4185/4187/,E87751
4094,16,5138,CX,PoG-il,"postcentral gyrus, right, inferior lateral aspect of gyrus",1010596,59,34,105,39.1,-27.9,67.9,donor10021,donor10021_sample_846,"postcentral gyrus, right, inferior lateral aspect of gyrus",4091,R,241,/4005/4006/4007/4008/4084/4085/4091/4094/,FF6C62
4113,22,5118,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1011440,119,62,150,-27.3,-79.2,39.4,donor10021,donor10021_sample_847,"angular gyrus, left, superior bank of gyrus",4112,L,213,/4005/4006/4007/4008/4084/4103/4111/4112/4113/,FF5D62
4247,12,7169,CX,PHG-l,"parahippocampal gyrus, right, lateral bank of gyrus",1036785,82,111,87,13.8,-11.7,-24.5,donor10021,donor10021_sample_854,"parahippocampal gyrus, right, lateral bank of gyrus",4246,R,159,/4005/4006/4007/4008/4219/4242/4246/4247/,BF934C
4164,16,7185,CX,FuG-cos,"fusiform gyrus, right, bank of cos",1042434,67,103,110,30.8,-36.2,-12.7,donor10021,donor10021_sample_856,"fusiform gyrus, right, bank of cos",4161,R,266,/4005/4006/4007/4008/4132/4156/4161/4164/,FF877F
4248,16,7193,CX,PHG-cos,"parahippocampal gyrus, right, bank of the cos",1042433,69,102,109,28.5,-35.1,-11.7,donor10021,donor10021_sample_857,"parahippocampal gyrus, right, bank of the cos",4246,R,160,/4005/4006/4007/4008/4219/4242/4246/4248/,BF934C
4143,9,11281,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",1283581,149,106,137,-58,-46,3,donor12876,donor12876_sample_1,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4151,9,11305,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",1283601,152,128,137,-61,-46,-19,donor12876,donor12876_sample_2,"inferior temporal gyrus, left, bank of mts",4148,L,274,/4005/4006/4007/4008/4132/4147/4148/4151/,FF8D7F
4149,9,11289,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",1283603,143,126,137,-52,-46,-17,donor12876,donor12876_sample_3,"inferior temporal gyrus, left, bank of the its",4148,L,272,/4005/4006/4007/4008/4132/4147/4148/4149/,FF8D7F
4142,8,11335,CX,MTG-s,"middle temporal gyrus, left, superior bank of gyrus",1279507,151,108,127,-60,-36,1,donor12876,donor12876_sample_4,"middle temporal gyrus, left, superior bank of gyrus",4141,L,281,/4005/4006/4007/4008/4132/4140/4141/4142/,FF907F
4135,8,11319,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",1283331,160,100,127,-69,-36,9,donor12876,donor12876_sample_5,"superior temporal gyrus, left, lateral bank of gyrus",4134,L,294,/4005/4006/4007/4008/4132/4133/4134/4135/,FF997F
4143,7,11263,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",1284160,149,128,110,-58,-19,-19,donor12876,donor12876_sample_6,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4273,6,11326,CX,SIG,"short insular gyri, left",1280038,134,96,99,-43,-8,13,donor12876,donor12876_sample_7,"short insular gyri, left",4272,L,96,/4005/4006/4007/4008/4268/4272/4273/,EFFF61
4270,6,11318,CX,LIG,"long insular gyri, left",1280037,132,104,100,-41,-9,5,donor12876,donor12876_sample_8,"long insular gyri, left",4269,L,93,/4005/4006/4007/4008/4268/4269/4270/,FFF161
4178,6,11310,CX,PLP,"planum polare, left",1284515,150,104,99,-59,-8,5,donor12876,donor12876_sample_9,"planum polare, left",4177,L,287,/4005/4006/4007/4008/4132/4177/4178/,FF937F
4135,6,11302,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",1280036,158,105,99,-67,-8,4,donor12876,donor12876_sample_10,"superior temporal gyrus, left, lateral bank of gyrus",4134,L,294,/4005/4006/4007/4008/4132/4133/4134/4135/,FF997F
4089,6,11286,CX,PoG-il,"postcentral gyrus, left, inferior lateral aspect of gyrus",1280041,159,86,99,-68,-8,23,donor12876,donor12876_sample_11,"postcentral gyrus, left, inferior lateral aspect of gyrus",4086,L,236,/4005/4006/4007/4008/4084/4085/4086/4089/,FF6C62
4901,4,11262,CX,IRoG,"inferior rostral gyrus, left",1275894,95,118,75,-4,16,-9,donor12876,donor12876_sample_13,"inferior rostral gyrus, left",4900,L,36,/4005/4006/4007/4008/4009/4900/4901/,E8C859
4114,9,11265,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",1283526,147,80,138,-56,-47,29,donor12876,donor12876_sample_16,"angular gyrus, left, inferior bank of gyrus",4112,L,214,/4005/4006/4007/4008/4084/4103/4111/4112/4114/,FF5D62
4121,9,11296,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1283467,97,59,137,-6,-46,50,donor12876,donor12876_sample_17,"precuneus, left, inferior lateral bank of gyrus",4119,L,246,/4005/4006/4007/4008/4084/4118/4119/4121/,FF7462
4120,9,11288,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",1283468,101,50,137,-10,-46,59,donor12876,donor12876_sample_18,"precuneus, left, superior lateral bank of gyrus",4119,L,245,/4005/4006/4007/4008/4084/4118/4119/4120/,FF7462
4090,9,11280,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",1283469,111,41,137,-20,-46,68,donor12876,donor12876_sample_19,"postcentral gyrus, left, bank of the posterior central sulcus",4086,L,237,/4005/4006/4007/4008/4084/4085/4086/4090/,FF6C62
4099,9,11328,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",1283492,122,64,138,-31,-47,45,donor12876,donor12876_sample_20,"superior parietal lobule, left, inferior bank of gyrus",4097,L,253,/4005/4006/4007/4008/4084/4096/4097/4099/,FF7B62
4113,9,11320,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1283486,135,61,138,-44,-47,48,donor12876,donor12876_sample_21,"angular gyrus, left, superior bank of gyrus",4112,L,213,/4005/4006/4007/4008/4084/4103/4111/4112/4113/,FF5D62
4230,9,11336,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",1283510,94,72,137,-3,-46,37,donor12876,donor12876_sample_22,"cingulate gyrus, parietal part, left, superior bank of gyrus",4229,L,109,/4005/4006/4007/4008/4219/4220/4228/4229/4230/,7F6233
4106,8,11303,CX,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",1279525,137,66,126,-46,-35,43,donor12876,donor12876_sample_23,"supramarginal gyrus, left, superior bank of gyrus",4105,L,220,/4005/4006/4007/4008/4084/4103/4104/4105/4106/,FF5D62
4090,8,11295,CX,PoG-pcs,"postcentral gyrus, left, bank of the posterior central sulcus",1279524,123,70,126,-32,-35,39,donor12876,donor12876_sample_24,"postcentral gyrus, left, bank of the posterior central sulcus",4086,L,237,/4005/4006/4007/4008/4084/4085/4086/4090/,FF6C62
4158,8,11272,CX,FuG-its,"fusiform gyrus, left, bank of the its",1279552,137,142,127,-46,-36,-33,donor12876,donor12876_sample_25,"fusiform gyrus, left, bank of the its",4157,L,260,/4005/4006/4007/4008/4132/4156/4157/4158/,FF877F
4072,7,11261,CX,PCLa,"paracentral lobule, anterior part, left",1280393,96,37,111,-5,-20,72,donor12876,donor12876_sample_26,"paracentral lobule, anterior part, left",4071,L,55,/4005/4006/4007/4008/4009/4071/4072/,E8CF59
4013,7,11245,CX,PrG-sl,"precentral gyrus, left, superior lateral aspect of gyrus",1279775,104,36,111,-13,-20,73,donor12876,donor12876_sample_27,"precentral gyrus, left, superior lateral aspect of gyrus",4011,L,73,/4005/4006/4007/4008/4009/4010/4011/4013/,E8D659
4158,7,11222,CX,FuG-its,"fusiform gyrus, left, bank of the its",1279887,138,143,110,-47,-19,-34,donor12876,donor12876_sample_28,"fusiform gyrus, left, bank of the its",4157,L,260,/4005/4006/4007/4008/4132/4156/4157/4158/,FF877F
4151,7,11214,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",1279885,144,135,110,-53,-19,-26,donor12876,donor12876_sample_29,"inferior temporal gyrus, left, bank of mts",4148,L,274,/4005/4006/4007/4008/4132/4147/4148/4151/,FF8D7F
4087,7,11198,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",1279799,133,54,111,-42,-20,55,donor12876,donor12876_sample_30,"postcentral gyrus, left, bank of the central sulcus",4086,L,234,/4005/4006/4007/4008/4084/4085/4086/4087/,FF6C62
4015,6,11244,CX,PrG-cs,"precentral gyrus, left, bank of the central sulcus",1279336,120,50,100,-29,-9,59,donor12876,donor12876_sample_31,"precentral gyrus, left, bank of the central sulcus",4011,L,75,/4005/4006/4007/4008/4009/4010/4011/4015/,E8D659
4136,6,11197,CX,STG-i,"superior temporal gyrus, left, inferior bank of gyrus",1279541,156,125,99,-65,-8,-16,donor12876,donor12876_sample_32,"superior temporal gyrus, left, inferior bank of gyrus",4134,L,295,/4005/4006/4007/4008/4132/4133/4134/4136/,FF997F
4178,5,11204,CX,PLP,"planum polare, left",1275913,138,123,88,-47,3,-14,donor12876,donor12876_sample_33,"planum polare, left",4177,L,287,/4005/4006/4007/4008/4132/4177/4178/,FF937F
4135,5,11180,CX,STG-l,"superior temporal gyrus, left, lateral bank of gyrus",1275916,154,116,88,-63,3,-7,donor12876,donor12876_sample_34,"superior temporal gyrus, left, lateral bank of gyrus",4134,L,294,/4005/4006/4007/4008/4132/4133/4134/4135/,FF997F
4088,6,11189,CX,PoG-sl,"postcentral gyrus, left, superior lateral aspect of gyrus",1279382,156,68,99,-65,-8,41,donor12876,donor12876_sample_35,"postcentral gyrus, left, superior lateral aspect of gyrus",4086,L,235,/4005/4006/4007/4008/4084/4085/4086/4088/,FF6C62
4087,6,11181,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",1280014,152,71,99,-61,-8,38,donor12876,donor12876_sample_36,"postcentral gyrus, left, bank of the central sulcus",4086,L,234,/4005/4006/4007/4008/4084/4085/4086/4087/,FF6C62
4113,11,11129,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1270316,123,54,160,-32,-69,55,donor12876,donor12876_sample_37,"angular gyrus, left, superior bank of gyrus",4112,L,213,/4005/4006/4007/4008/4084/4103/4111/4112/4113/,FF5D62
4099,11,11121,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",1270315,120,53,160,-29,-69,56,donor12876,donor12876_sample_38,"superior parietal lobule, left, inferior bank of gyrus",4097,L,253,/4005/4006/4007/4008/4084/4096/4097/4099/,FF7B62
4143,10,11097,CX,MTG-i,"middle temporal gyrus, left, inferior bank of gyrus",1270696,146,97,148,-55,-57,12,donor12876,donor12876_sample_39,"middle temporal gyrus, left, inferior bank of gyrus",4141,L,282,/4005/4006/4007/4008/4132/4140/4141/4143/,FF907F
4230,10,11088,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",1270784,96,73,146,-5,-55,36,donor12876,donor12876_sample_40,"cingulate gyrus, parietal part, left, superior bank of gyrus",4229,L,109,/4005/4006/4007/4008/4219/4220/4228/4229/4230/,7F6233
4120,10,11072,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",1270788,97,60,146,-6,-55,49,donor12876,donor12876_sample_41,"precuneus, left, superior lateral bank of gyrus",4119,L,245,/4005/4006/4007/4008/4084/4118/4119/4120/,FF7462
4113,10,11112,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",1269851,127,58,147,-36,-56,51,donor12876,donor12876_sample_42,"angular gyrus, left, superior bank of gyrus",4112,L,213,/4005/4006/4007/4008/4084/4103/4111/4112/4113/,FF5D62
4099,10,11104,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",1270106,120,44,146,-29,-55,65,donor12876,donor12876_sample_43,"superior parietal lobule, left, inferior bank of gyrus",4097,L,253,/4005/4006/4007/4008/4084/4096/4097/4099/,FF7B62
4201,10,11144,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",1270773,125,118,147,-34,-56,-9,donor12876,donor12876_sample_44,"occipito-temporal gyrus, left, inferior bank of gyrus",4199,L,198,/4005/4006/4007/4008/4180/4198/4199/4201/,E88A51
4193,10,11277,CX,LiG-pest,"lingual gyrus, left, peristriate",1270774,123,115,147,-32,-56,-6,donor12876,donor12876_sample_45,"lingual gyrus, left, peristriate",4192,L,181,/4005/4006/4007/4008/4180/4191/4192/4193/,E88051
4186,10,11120,CX,Cun-pest,"cuneus, left, peristriate",1270777,106,92,146,-15,-55,17,donor12876,donor12876_sample_46,"cuneus, left, peristriate",4185,L,167,/4005/4006/4007/4008/4180/4184/4185/4186/,E87751
4200,10,11276,CX,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",1270766,140,121,147,-49,-56,-12,donor12876,donor12876_sample_47,"occipito-temporal gyrus, left, superior bank of gyrus",4199,L,197,/4005/4006/4007/4008/4180/4198/4199/4200/,E88A51
4121,11,11150,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1270313,100,77,159,-9,-68,32,donor12876,donor12876_sample_48,"precuneus, left, inferior lateral bank of gyrus",4119,L,246,/4005/4006/4007/4008/4084/4118/4119/4121/,FF7462
4121,11,11142,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",1270312,102,79,159,-11,-68,30,donor12876,donor12876_sample_49,"precuneus, left, inferior lateral bank of gyrus",4119,L,246,/4005/4006/4007/4008/4084/4118/4119/4121/,FF7462
4120,11,11134,CX,Pcu-s,"precuneus, left, superior lateral bank of gyrus",1270311,97,50,159,-6,-68,59,donor12876,donor12876_sample_50,"precuneus, left, superior lateral bank of gyrus",4119,L,245,/4005/4006/4007/4008/4084/4118/4119/4120/,FF7462
4186,11,11095,CX,Cun-pest,"cuneus, left, peristriate",1270321,112,88,159,-21,-68,21,donor12876,donor12876_sample_51,"cuneus, left, peristriate",4185,L,167,/4005/4006/4007/4008/4180/4184/4185/4186/,E87751
4194,11,11087,CX,LiG-str,"lingual gyrus, left, striate",1270325,100,110,160,-9,-69,-1,donor12876,donor12876_sample_52,"lingual gyrus, left, striate",4192,L,182,/4005/4006/4007/4008/4180/4191/4192/4194/,E88051
4193,11,11079,CX,LiG-pest,"lingual gyrus, left, peristriate",1270887,110,103,160,-19,-69,6,donor12876,donor12876_sample_53,"lingual gyrus, left, peristriate",4192,L,181,/4005/4006/4007/4008/4180/4191/4192/4193/,E88051
4187,11,11071,CX,Cun-str,"cuneus, left, striate",1270322,109,95,159,-18,-68,14,donor12876,donor12876_sample_54,"cuneus, left, striate",4185,L,168,/4005/4006/4007/4008/4180/4184/4185/4187/,E87751
4186,11,11063,CX,Cun-pest,"cuneus, left, peristriate",1270320,113,89,159,-22,-68,20,donor12876,donor12876_sample_55,"cuneus, left, peristriate",4185,L,167,/4005/4006/4007/4008/4180/4184/4185/4186/,E87751
4214,11,11151,CX,SOG-s,"superior occipital gyrus, left, superior bank of gyrus",1270794,145,82,161,-54,-70,27,donor12876,donor12876_sample_56,"superior occipital gyrus, left, superior bank of gyrus",4213,L,204,/4005/4006/4007/4008/4180/4212/4213/4214/,E88F51
4207,11,11143,CX,IOG-s,"inferior occipital gyrus, left, superior bank of gyrus",1270796,152,110,162,-61,-71,-1,donor12876,donor12876_sample_57,"inferior occipital gyrus, left, superior bank of gyrus",4206,L,174,/4005/4006/4007/4008/4180/4205/4206/4207/,E87B51
4014,5,11149,CX,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",1270925,154,99,88,-63,3,10,donor12876,donor12876_sample_58,"precentral gyrus, left, inferior lateral aspect of gyrus",4011,L,74,/4005/4006/4007/4008/4009/4010/4011/4014/,E8D659
4224,4,11116,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",1269857,94,85,74,-3,17,24,donor12876,donor12876_sample_59,"cingulate gyrus, frontal part, left, inferior bank of gyrus",4222,L,103,/4005/4006/4007/4008/4219/4220/4221/4222/4224/,7F5B33
